   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
          0.00082069,             0.12092,          0.00071352,          0.00014961,             0.10795,             0.11214,            0.047262,             0.00748,             0.01141,                0.98,             0.00053,              2.1083,             0.88389,             0.09782,             0.04885,             0.43321,              1.0482,              1.2698,             0.95003,                 0.2,              4.2788,                   0,             0.01256,             0.58764,             0.32228,                   0,             0.09899,             0.38313,                   0,                   0,                   0,                 0.5,             0.74546,                   0,                   0,               3.205
          0.00082069,             0.12092,          0.00071684,          0.00015276,             0.13406,            0.092471,            0.050762,             0.00685,             0.01104,             0.95924,              0.0005,               2.303,                0.95,             0.10089,             0.06079,             0.46159,              1.0588,              1.0017,              0.9935,                 0.2,              4.2805,                   0,             0.01527,             0.69009,             0.32806,                   0,             0.08203,             0.42074,                   0,                   0,                   0,                 0.5,             0.64288,                   0,                   0,              2.9127
          0.00075415,             0.10458,          0.00078832,          0.00024875,             0.12347,            0.086029,            0.048738,             0.00726,             0.01116,                0.98,              0.0005,              2.1376,             0.91042,             0.09317,             0.05667,             0.44681,              1.0482,             0.99721,              0.8744,                 0.2,              4.2986,                   0,             0.01498,             0.73844,             0.31691,                   0,             0.09677,             0.41291,                   0,                   0,                   0,                 0.5,             0.75376,                   0,                   0,              3.6093
          0.00075415,             0.10458,          0.00084834,          0.00029177,             0.12672,            0.083461,             0.05038,             0.00748,             0.01104,                0.98,             0.00052,              2.0126,             0.89734,             0.09974,             0.05835,              0.4753,              1.0114,              1.0017,             0.83884,                 0.2,              3.8548,                   0,             0.01486,             0.75163,             0.29996,                   0,             0.09573,             0.41009,                   0,                   0,                   0,                 0.5,             0.72703,                   0,                   0,              3.7617
          0.00070979,             0.10458,          0.00068235,          0.00022324,             0.13727,            0.063155,            0.038236,             0.00831,                0.01,                0.98,             0.00051,              2.4285,                0.95,             0.10184,             0.06317,             0.35056,              1.0482,             0.83486,             0.74474,                 0.2,              4.2788,                   0,             0.01498,             0.64473,              0.2491,                   0,             0.09627,             0.41009,                   0,                   0,                   0,                 0.5,             0.76624,                   0,                   0,              3.7617
           0.0001414,            0.019231,          8.4822e-05,          1.5031e-05,              0.1347,            0.084951,            0.038767,             0.00813,             0.01112,                0.98,             0.00048,              2.3344,             0.90923,             0.10736,              0.0618,             0.46159,             0.74882,             0.96424,             0.89295,                 0.2,              4.4583,                   0,             0.01262,             0.81197,              0.4049,                   0,             0.09573,             0.34884,                   0,                   0,                   0,                 0.5,             0.72703,                   0,                   0,              4.7469
          0.00079851,             0.11765,           0.0011476,          0.00023157,             0.13041,            0.081679,            0.052653,             0.00737,             0.01009,             0.92778,             0.00035,                2.56,              0.7312,             0.06941,             0.05835,             0.48256,              1.0482,             0.91704,             0.95819,                 0.2,              5.4293,                   0,             0.01272,              0.8882,             0.31325,                   0,             0.10575,             0.32851,                   0,                   0,                   0,                 0.5,             0.63309,                   0,                   0,              2.6395
           0.0011038,            0.084967,           0.0011381,          0.00034247,             0.12713,            0.093628,            0.052271,             0.00714,             0.01286,                0.98,             0.00052,              2.1083,             0.88723,             0.09833,             0.05835,             0.51163,             0.96568,              1.0657,             0.89295,                 0.2,              4.2788,                   0,             0.01498,             0.79229,             0.32482,                   0,             0.10377,             0.38201,                   0,                   0,                   0,                 0.5,             0.64063,                   0,                   0,              4.0501
                   0,                   0,                   0,                   0,             0.14969,            0.093696,            0.048789,             0.00798,             0.01013,                0.98,             0.00052,              2.1083,             0.66665,             0.09108,             0.06854,             0.46159,              1.0078,             0.93949,              1.0366,                 0.2,              4.3339,                   0,             0.01498,             0.73844,             0.37088,                   0,             0.09554,             0.51771,                   0,                   0,                   0,                 0.5,             0.75837,                   0,                   0,              4.2201
                   0,                   0,                   0,                   0,             0.11795,            0.087776,            0.050446,             0.00783,             0.01104,                0.98,             0.00049,              2.0098,             0.80828,             0.10718,             0.05407,             0.45114,               1.081,              1.0017,             0.89295,                 0.2,              4.2788,                   0,             0.01498,             0.81989,             0.31351,                   0,             0.10675,             0.41798,                   0,                   0,                   0,                 0.5,             0.72703,                   0,                   0,              3.5678
           0.0007917,             0.10131,          0.00065955,          0.00022627,             0.13015,            0.074665,            0.061345,             0.00641,             0.01168,             0.96345,             0.00053,              1.7449,             0.86153,             0.10591,             0.05948,             0.50364,              1.2003,             0.97455,             0.76213,                 0.2,              4.5326,                   0,             0.01307,             0.66817,              0.2745,                   0,             0.09405,             0.43046,                   0,                   0,                   0,                 0.5,             0.80471,                   0,                   0,              3.7617
          0.00075693,             0.10458,          0.00072874,          0.00023548,             0.12701,             0.08995,            0.037357,             0.00748,             0.01133,                0.98,             0.00052,              1.7135,             0.93408,             0.10502,             0.05835,             0.31395,              1.1665,              1.0603,             0.85518,                 0.2,              4.2788,                   0,             0.01572,             0.86624,             0.34562,                   0,              0.1105,             0.41009,                   0,                   0,                   0,                 0.5,             0.78271,                   0,                   0,              4.4127
          0.00072839,            0.088235,           0.0005605,          0.00013069,             0.12955,            0.099185,            0.052341,             0.00634,              0.0106,             0.93769,             0.00052,              1.8709,             0.64513,             0.12993,             0.05835,             0.45461,              1.1199,              1.0017,              1.0893,                 0.2,              4.4222,                   0,             0.01555,             0.73844,             0.32158,                   0,             0.09766,             0.58931,                   0,                   0,                   0,                 0.5,             0.72703,                   0,                   0,              3.2752
                   0,                   0,                   0,                   0,             0.12452,            0.095727,             0.04872,             0.00751,              0.0104,                0.98,             0.00058,              2.5819,              0.8497,             0.10512,             0.05712,              0.4367,              1.0779,              1.0913,             0.89295,                 0.2,              4.2754,                   0,             0.01768,             0.78165,             0.31691,                   0,             0.09573,             0.42221,                   0,                   0,                   0,                 0.5,             0.73423,                   0,                   0,              4.2107
                   0,                   0,                   0,                   0,             0.12999,            0.081687,            0.050231,             0.00673,             0.01198,              0.9707,             0.00052,              2.1841,             0.78606,             0.09361,             0.05963,             0.45417,              1.0662,               0.933,             0.89262,                 0.2,              4.2071,                   0,             0.01623,             0.74347,             0.29845,                   0,             0.09915,             0.44051,                   0,                   0,                   0,                 0.5,             0.67766,                   0,                   0,              4.0475
          0.00071473,             0.10458,          0.00072384,          0.00023297,              0.1269,            0.078617,            0.049948,             0.00743,             0.01159,             0.97821,             0.00054,              2.1083,             0.94631,             0.10345,             0.05835,             0.45798,              1.0482,             0.93649,             0.84258,                 0.2,              4.2788,                   0,             0.01498,             0.79405,             0.29018,                   0,             0.09699,             0.39751,                   0,                   0,                   0,                 0.5,             0.75174,                   0,                   0,              3.7617
          0.00079851,             0.11765,          0.00085334,          0.00018124,             0.12832,             0.10812,            0.067723,             0.00859,             0.01305,                0.98,             0.00061,              2.4878,                0.95,             0.10184,             0.05835,             0.51918,              1.3038,              1.1378,              1.0218,                 0.2,              4.0596,                   0,             0.01471,             0.68969,             0.31119,                   0,             0.09573,             0.32529,                   0,                   0,                   0,                 0.5,              0.5768,                   0,                   0,              2.9665
          0.00082069,             0.12092,          0.00075061,          0.00015974,              0.1285,            0.067264,            0.043732,             0.00748,             0.01327,                0.98,             0.00049,                1.77,             0.90745,             0.09755,             0.05835,             0.39491,              1.0678,             0.83416,             0.85211,                 0.2,              3.8857,                   0,             0.01278,             0.51297,             0.31691,                   0,             0.09573,              0.4486,                   0,                   0,                   0,                 0.5,             0.86506,                   0,                   0,              3.3444
                   0,                   0,                   0,                   0,             0.12363,            0.086921,            0.040992,             0.00748,             0.01304,             0.93792,             0.00053,              2.1083,             0.90745,             0.10184,             0.05835,             0.38035,              1.0324,              1.0017,             0.89295,                 0.2,              2.9301,                   0,             0.01729,             0.73844,             0.30641,                   0,             0.08153,             0.41009,                   0,                   0,                   0,                 0.5,             0.73918,                   0,                   0,              3.7617
                   0,                   0,                   0,                   0,             0.13944,            0.080504,            0.051182,             0.00792,             0.01159,                0.98,             0.00057,              2.0479,             0.90985,              0.1028,             0.06423,             0.47379,              1.0357,              1.0017,             0.80424,                 0.2,              3.8406,                   0,             0.01617,             0.76419,             0.29643,                   0,             0.10177,             0.43389,                   0,                   0,                   0,                 0.5,             0.72703,                   0,                   0,              4.4936
                   0,                   0,                   0,                   0,             0.12757,            0.088457,            0.053792,             0.00864,                0.01,             0.97872,             0.00053,              2.0663,             0.80823,             0.11837,             0.05835,             0.45782,              1.1489,              0.9024,              1.0133,                 0.2,              4.4636,                   0,              0.0173,             0.78402,             0.31691,                   0,             0.09573,             0.41009,                   0,                   0,                   0,                 0.5,              0.7241,                   0,                   0,              3.7617
                   0,                   0,                   0,                   0,             0.12747,            0.084595,            0.049988,              0.0075,             0.01103,                0.98,             0.00052,              2.1384,             0.89869,             0.10046,             0.05835,             0.45833,              1.0482,             0.93108,             0.92668,                 0.2,              4.4822,                   0,              0.0149,             0.73844,             0.31511,                   0,             0.09641,             0.42116,                   0,                   0,                   0,                 0.5,             0.72878,                   0,                   0,              3.7617
          0.00079851,             0.11765,            0.000765,          0.00016349,             0.12678,            0.096751,            0.052832,             0.00762,                0.01,                0.98,             0.00057,              2.4111,                0.95,             0.10184,              0.0575,             0.43861,              1.1837,              1.1494,             0.89295,                 0.2,              4.2788,                   0,             0.01615,             0.69678,             0.31691,                   0,             0.09335,             0.38749,                   0,                   0,                   0,                 0.5,             0.72703,                   0,                   0,              3.4787
          0.00075139,             0.10458,          0.00074078,          0.00023677,             0.12683,            0.088875,            0.053296,             0.00824,             0.01083,             0.96661,             0.00051,              2.3865,              0.8557,             0.10878,             0.05835,             0.51691,             0.97687,              1.0017,             0.90443,                 0.2,              3.9396,                   0,             0.01498,             0.75055,             0.31691,                   0,             0.10058,             0.38284,                   0,                   0,                   0,                 0.5,             0.76293,                   0,                   0,              3.7617
          0.00091355,             0.10458,          0.00082019,          0.00026389,             0.12586,             0.10135,            0.048474,             0.00696,             0.01262,              0.9672,             0.00053,              2.1083,             0.84128,             0.10066,             0.05775,             0.46159,             0.99956,              1.0385,              1.0106,                 0.2,              4.1628,                   0,             0.01392,             0.62209,             0.31691,                   0,             0.09989,              0.4006,                   0,                   0,                   0,                 0.5,             0.72703,                   0,                   0,              3.7617
          0.00070979,             0.10458,          0.00080335,           0.0002559,             0.13297,             0.11572,            0.056401,             0.00811,                0.01,             0.97985,              0.0007,              2.1083,                0.95,             0.09281,             0.06131,             0.51712,              1.0482,              1.2544,             0.94035,                 0.2,              4.0601,                   0,             0.01333,              0.5328,             0.31691,                   0,             0.09573,             0.41009,                   0,                   0,                   0,                 0.5,             0.72703,                   0,                   0,              3.5835
          0.00075149,             0.10458,          0.00074372,           0.0002401,             0.12703,            0.099049,            0.051471,             0.00572,             0.01104,             0.96512,             0.00052,              2.0674,                0.95,             0.11536,             0.05835,             0.47187,              1.0482,              1.1257,             0.89295,                 0.2,              4.2788,                   0,             0.01572,             0.70398,             0.33035,                   0,             0.10374,             0.35052,                   0,                   0,                   0,                 0.5,             0.63299,                   0,                   0,              3.6518
                   0,                   0,                   0,                   0,             0.12423,             0.08839,            0.051828,             0.00849,             0.01104,                0.98,             0.00053,              2.1656,             0.83256,             0.09916,             0.05747,             0.45282,              1.1122,              1.0099,             0.89295,                 0.2,              3.5823,                   0,             0.01498,             0.75551,             0.28446,                   0,             0.07595,             0.43247,                   0,                   0,                   0,                 0.5,             0.64627,                   0,                   0,              3.8388
