               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12034,             0.11294,            0.060374,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            1.82e-05,            1.82e-05,            0.086844
                   0,             0.12034,             0.11294,            0.060374,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            1.82e-05,            1.82e-05,            0.086844
                   1,             0.11996,             0.11745,            0.060331,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          4.4496e-05,          4.4496e-05,            0.086609
                   1,             0.11996,             0.11745,            0.060331,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          4.4496e-05,          4.4496e-05,            0.086609
                   1,             0.11996,             0.11745,            0.060331,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          4.4496e-05,          4.4496e-05,            0.086609
                   1,             0.11996,             0.11745,            0.060331,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          4.4496e-05,          4.4496e-05,            0.086609
                   1,             0.11996,             0.11745,            0.060331,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          4.4496e-05,          4.4496e-05,            0.086609
                   2,             0.11907,             0.12305,            0.060274,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          6.6534e-05,          6.6534e-05,            0.086371
                   2,             0.11907,             0.12305,            0.060274,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          6.6534e-05,          6.6534e-05,            0.086371
                   2,             0.11907,             0.12305,            0.060274,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          6.6534e-05,          6.6534e-05,            0.086371
                   2,             0.11907,             0.12305,            0.060274,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          6.6534e-05,          6.6534e-05,            0.086371
                   2,             0.11907,             0.12305,            0.060274,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          6.6534e-05,          6.6534e-05,            0.086371
                   3,             0.11719,             0.11216,            0.060175,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.1503e-05,          8.1503e-05,            0.086125
                   3,             0.11719,             0.11216,            0.060175,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.1503e-05,          8.1503e-05,            0.086125
                   3,             0.11719,             0.11216,            0.060175,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.1503e-05,          8.1503e-05,            0.086125
                   3,             0.11719,             0.11216,            0.060175,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.1503e-05,          8.1503e-05,            0.086125
                   3,             0.11719,             0.11216,            0.060175,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.1503e-05,          8.1503e-05,            0.086125
                   4,             0.11624,              0.1254,            0.060224,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.7724e-05,          8.7724e-05,             0.08587
                   4,             0.11624,              0.1254,            0.060224,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.7724e-05,          8.7724e-05,             0.08587
                   4,             0.11624,              0.1254,            0.060224,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.7724e-05,          8.7724e-05,             0.08587
                   4,             0.11624,              0.1254,            0.060224,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.7724e-05,          8.7724e-05,             0.08587
                   4,             0.11624,              0.1254,            0.060224,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.7724e-05,          8.7724e-05,             0.08587
                   5,             0.11497,             0.11857,            0.060073,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.4977e-05,          8.4977e-05,            0.085606
                   5,             0.11497,             0.11857,            0.060073,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.4977e-05,          8.4977e-05,            0.085606
                   5,             0.11497,             0.11857,            0.060073,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.4977e-05,          8.4977e-05,            0.085606
                   5,             0.11497,             0.11857,            0.060073,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.4977e-05,          8.4977e-05,            0.085606
                   5,             0.11497,             0.11857,            0.060073,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          8.4977e-05,          8.4977e-05,            0.085606
                   6,             0.11342,             0.12395,            0.059997,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          7.4625e-05,          7.4625e-05,            0.085335
                   6,             0.11342,             0.12395,            0.059997,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          7.4625e-05,          7.4625e-05,            0.085335
                   6,             0.11342,             0.12395,            0.059997,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          7.4625e-05,          7.4625e-05,            0.085335
                   6,             0.11342,             0.12395,            0.059997,                   0,                   0,                   0,                   0,                   0,                   0,                   0,          7.4625e-05,          7.4625e-05,            0.085335
